age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
35,admin.,divorced,university.degree,unknown,no,yes,telephone,jan,wed,2931,8,26,0,nonexistent,-1.4208011038765662,93.0605461784509,-48.368171019218515,3.1523273821149256,4972.776082928474,yes
67,technician,single,basic.6y,no,no,yes,cellular,sep,thu,1823,9,8,6,nonexistent,-3.1961663256753248,92.69171500208236,-38.760981439697055,2.756539185169009,5074.063214394002,yes
63,services,single,high.school,unknown,yes,no,cellular,nov,mon,3201,18,20,4,nonexistent,0.21502075774744536,93.87723905681403,-37.54107213091213,1.4203812179832171,5015.4657168027625,yes
65,management,single,university.degree,yes,yes,no,telephone,sep,fri,1710,27,20,5,success,1.1190638589750361,93.27934746402421,-29.743570687245956,2.269077148495624,4990.027164441061,yes
56,self-employed,married,basic.6y,unknown,unknown,yes,cellular,sep,thu,973,26,4,2,nonexistent,-1.3836262732030828,92.48365429995218,-37.151279170490135,4.055896096138917,5194.402272292256,no
50,services,married,university.degree,yes,unknown,yes,cellular,dec,wed,3155,7,24,5,failure,-2.7067082273624696,93.27760607791964,-37.71963719076591,4.838185666602859,5146.587511180361,yes
66,admin.,single,university.degree,no,unknown,no,telephone,jun,thu,3093,10,28,0,failure,-0.975643106874001,94.60790379427495,-31.391340145836576,3.239243110261274,5064.344996697631,yes
40,services,single,basic.4y,no,unknown,no,cellular,jun,thu,3530,1,9,4,nonexistent,0.9428224744127321,93.15023557939828,-49.246559650166866,3.3143024548584217,5224.204895082059,yes
42,self-employed,single,university.degree,unknown,no,unknown,cellular,apr,wed,1562,29,12,5,nonexistent,-0.49206716444359455,94.43692728395217,-35.31370439388364,4.746811753838007,5060.723291095639,yes
54,management,single,basic.6y,yes,yes,unknown,telephone,aug,fri,3778,4,999,4,failure,-2.380683579233115,93.33123220527361,-31.39787387036123,1.158543823158373,5028.259399620222,yes
44,technician,married,university.degree,yes,no,no,telephone,sep,tue,2896,20,20,4,nonexistent,-0.7446005417709471,94.1214183566475,-48.5391625095589,3.292098599728582,5088.842740370458,yes
18,technician,divorced,basic.6y,no,yes,yes,telephone,dec,thu,3453,4,25,1,failure,-1.8310461666778453,94.20037808647523,-31.403418092607048,3.1758814241310254,5213.7012703053015,yes
38,blue-collar,single,basic.4y,no,yes,unknown,cellular,jul,mon,2795,23,5,6,success,-3.286911765111818,94.1300865807287,-31.986973343215904,1.5024217314552106,5139.224017675958,yes
76,management,married,basic.4y,unknown,no,unknown,telephone,jul,wed,3511,29,24,6,nonexistent,0.9854833584946253,93.78779554625099,-50.77745921533786,4.004791051698303,5156.841885950205,yes
66,blue-collar,single,high.school,no,no,no,telephone,feb,tue,3675,14,2,6,failure,0.4133859632421012,94.66696719353232,-44.91684483438264,1.1244882918918602,5007.319727709809,yes
27,blue-collar,divorced,basic.4y,no,yes,yes,cellular,feb,thu,988,5,16,3,failure,1.0355673090003537,94.60001798675454,-47.18492859705241,0.8782650458775707,4974.21861957572,no
48,self-employed,married,basic.4y,yes,unknown,yes,cellular,dec,wed,20,5,11,5,failure,-0.12257168287796925,92.84779444142426,-38.57902565521183,2.738995367555158,5105.670598717102,no
61,self-employed,married,basic.6y,yes,unknown,no,telephone,oct,wed,2350,19,26,5,nonexistent,-1.2412546492557932,93.94505130305691,-28.95524207413299,1.9187731530699887,5050.971845295901,yes
42,self-employed,divorced,high.school,yes,yes,yes,telephone,nov,thu,868,26,10,3,nonexistent,-1.032695560727372,93.86141220967515,-36.39531611092458,2.5190009616796605,4974.883016327594,no
37,admin.,divorced,basic.4y,no,no,no,cellular,feb,mon,83,21,7,0,nonexistent,-2.417822140745438,92.56073094368628,-36.41690836921323,1.0953964814426946,5200.633326091686,no
74,management,married,university.degree,unknown,no,yes,cellular,apr,wed,3845,5,24,6,nonexistent,-1.545764319775646,92.74219065876007,-47.863917597655316,2.590570583903187,4970.239657762204,yes
19,technician,divorced,high.school,unknown,yes,no,cellular,sep,wed,1682,24,11,0,nonexistent,-2.6135155630316937,92.87011119239408,-34.87353448296742,2.5342549343952583,4966.947236528619,yes
72,management,single,basic.4y,no,no,yes,telephone,may,thu,1976,11,10,5,failure,-1.1273831911714434,92.92844180041403,-29.56913815840994,4.85281313035445,5042.730245467535,yes
65,self-employed,divorced,high.school,unknown,yes,no,cellular,feb,tue,3524,2,21,6,nonexistent,-0.2995885201422704,94.39221557411832,-40.53859167992602,3.7793040363667707,5095.12373063174,yes
32,admin.,divorced,basic.4y,no,yes,no,telephone,apr,wed,1410,15,4,5,nonexistent,-2.168338029692384,94.12058892613706,-34.50574687091011,4.650081036053221,5082.8355175552015,no
45,management,married,basic.6y,unknown,yes,yes,telephone,jul,wed,1530,14,27,3,nonexistent,1.1300834942492823,94.26165638329216,-43.7511463835922,4.037430962846235,5058.814092521154,no
30,management,divorced,high.school,no,no,no,telephone,may,thu,3328,14,7,4,failure,-0.29513872831983456,94.55646966461079,-44.373308813728606,4.066504461117574,5192.069348912436,yes
67,blue-collar,married,high.school,yes,unknown,unknown,cellular,nov,wed,569,8,11,0,nonexistent,-2.3443950760354344,93.44015776071078,-46.376276280354304,4.409206073657082,5042.311321192748,no
77,management,single,basic.4y,unknown,yes,yes,cellular,aug,thu,3963,20,21,5,nonexistent,-2.5983970115900257,94.33920964606573,-45.02808464895048,1.7259232833866913,5136.26288908617,yes
69,blue-collar,divorced,high.school,yes,no,no,telephone,jan,mon,933,25,5,1,nonexistent,-2.584140329906224,93.9469485355426,-42.60807287447642,2.4775413351942337,5069.031794956811,no
71,blue-collar,divorced,basic.4y,yes,unknown,yes,telephone,may,thu,3598,8,8,6,failure,1.274507211915913,93.30142147957056,-37.255198655402324,4.4509212955986115,5066.404466162639,yes
31,services,married,university.degree,unknown,yes,yes,cellular,apr,tue,3233,5,24,1,nonexistent,-2.2642098903151537,92.54279119211951,-32.14235395890452,0.8944492613644504,5210.328006551648,yes
67,self-employed,married,high.school,no,unknown,no,telephone,mar,wed,1980,5,16,3,nonexistent,-2.5918058039072323,93.20476016351338,-43.87944086156273,0.8425525300227119,5148.074805592796,yes
19,admin.,divorced,high.school,yes,no,unknown,cellular,jul,mon,3234,25,27,0,success,-2.612849273948497,92.57841999336262,-46.782132360249406,3.4509785484444304,5105.955552764545,yes
51,blue-collar,married,basic.6y,yes,unknown,yes,telephone,oct,wed,1855,29,1,0,failure,-1.7473850936106932,92.8040649456751,-40.0506703493896,4.602059688779599,5009.787249464935,yes
52,management,divorced,basic.6y,no,unknown,unknown,cellular,nov,wed,3056,14,999,5,success,-0.4464845860326877,92.79384067734806,-31.930598857772345,4.0944898556233955,4999.993215145744,yes
54,blue-collar,single,high.school,no,no,unknown,telephone,jan,thu,792,5,17,5,nonexistent,-3.020427383760604,94.13089330464508,-41.49495633489147,4.115660428515716,5014.819807289689,yes
42,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,jun,wed,791,29,2,6,nonexistent,-2.63471402447229,93.4218089950057,-28.972739871570987,2.1838900281012044,5129.424721838042,yes
65,blue-collar,single,high.school,unknown,no,no,telephone,aug,mon,3595,9,28,4,failure,1.2869729114352548,94.22079983733931,-44.874839063210416,3.203481808224832,4978.416940197369,yes
71,technician,single,basic.4y,no,no,yes,cellular,feb,fri,1809,22,13,0,nonexistent,-0.4345988721492946,94.45674045464942,-32.67629826046773,3.994545767089814,5086.354276062667,no
32,technician,married,high.school,yes,yes,no,cellular,jun,wed,1294,27,12,3,failure,-2.729519938063367,93.7126751794821,-39.620573205391125,4.092456542839448,5085.203776213764,yes
29,technician,married,high.school,no,yes,yes,cellular,nov,thu,2539,11,1,0,nonexistent,-0.7595322726576713,93.1401739673108,-48.239690761889115,3.154566668903661,5206.359391738477,yes
79,technician,married,university.degree,unknown,no,yes,telephone,jan,tue,2255,17,21,5,nonexistent,-2.2434998140412254,94.39896213341022,-44.08237159800649,4.121678665359347,5061.444598684922,yes
26,services,married,basic.6y,yes,yes,unknown,telephone,jun,wed,3610,27,3,0,nonexistent,1.2733586119846612,93.58909861489235,-30.28846244186437,0.7185390605137467,5200.749288517549,yes
75,blue-collar,divorced,basic.6y,yes,yes,no,cellular,jun,thu,1607,12,14,1,nonexistent,-1.5337026263640863,94.3994228639561,-50.65927126019455,4.747405576765533,5126.289094767196,no
48,services,single,university.degree,unknown,no,no,cellular,may,wed,1083,12,4,3,nonexistent,-2.716599432921987,92.74318229551203,-32.723433677970704,4.430539902103038,5066.780932699563,no
31,management,divorced,basic.4y,yes,no,yes,cellular,jul,fri,2477,24,9,2,nonexistent,-0.45776614556802464,93.58412448983297,-31.407384028966206,0.8285681278670926,5102.881053330656,yes
46,self-employed,single,basic.4y,no,no,unknown,telephone,may,fri,984,16,8,3,success,-2.740926736109386,92.59289512080352,-47.93588377832703,2.4450348885406608,4988.522255014813,yes
70,admin.,single,basic.4y,unknown,no,no,cellular,aug,mon,1680,1,17,3,nonexistent,-0.9132643289764635,93.95540009969072,-27.803671712663018,4.645697181708311,5198.9043799555275,yes
65,services,single,university.degree,yes,unknown,unknown,cellular,feb,fri,3676,18,2,5,nonexistent,0.6907181950615855,93.64329481591601,-29.95225127450449,2.8562952983273684,5130.631000995709,yes
60,technician,divorced,high.school,unknown,unknown,unknown,telephone,jun,thu,3380,6,13,2,failure,-1.7404924306134169,93.5567993178521,-46.53310193312139,1.0023836553505017,5078.819166620506,yes
55,technician,married,basic.4y,yes,yes,yes,cellular,may,fri,519,5,9,6,nonexistent,-1.1080888204049566,93.7895023503083,-45.029177413627785,4.852690982863913,5168.782666962203,no
59,management,divorced,basic.4y,no,unknown,no,cellular,oct,thu,590,18,16,5,nonexistent,-2.8800347636684713,93.05112816097852,-31.2388559050898,2.1773676496440637,5070.58793169298,no
77,blue-collar,single,university.degree,unknown,unknown,no,cellular,feb,wed,1050,13,14,2,failure,-0.2975610909430616,92.53753422308567,-37.7416799942138,2.8714889104557275,5085.530772608436,yes
25,admin.,divorced,basic.6y,yes,unknown,no,cellular,nov,mon,1709,6,17,1,nonexistent,-2.8618246456582312,94.25795557465041,-28.75062519285137,3.3806018211019038,5075.225611718217,yes
65,services,single,university.degree,no,yes,unknown,cellular,jul,mon,3633,7,16,4,failure,-1.8305692812167664,93.07623536256082,-27.39852956525297,4.262720879308744,5227.187957395479,yes
20,blue-collar,married,basic.6y,no,unknown,no,telephone,apr,fri,2035,3,29,3,failure,0.6376777183295882,94.76902117001245,-42.59175672339444,4.441734553235887,5167.3129920407655,yes
19,blue-collar,married,basic.4y,no,no,yes,cellular,jun,tue,2246,11,24,3,success,-2.68039066391223,93.3468061035179,-48.482368631125865,3.4735986568789983,5209.264850486251,yes
33,self-employed,divorced,basic.4y,yes,no,unknown,cellular,may,fri,2434,8,2,3,nonexistent,0.6328162979143511,93.37203949556152,-33.9859942004133,4.7730393522242265,5064.016509290583,yes
36,self-employed,married,high.school,yes,yes,no,cellular,apr,tue,348,4,15,3,nonexistent,-0.3732550326908127,93.89789163173559,-28.737415190373433,1.5636800777198279,5093.249626202709,no
47,services,single,high.school,no,yes,unknown,cellular,feb,fri,959,10,18,1,nonexistent,-2.7229918681859226,93.86686410151901,-46.85941750116212,4.581269572939067,5016.8591240006535,no
58,services,single,basic.6y,no,yes,unknown,telephone,jul,thu,1963,9,12,3,nonexistent,-2.5912373235268986,92.50545249756301,-27.24928713061724,1.4364081128683852,4966.280038423742,yes
33,services,married,basic.4y,no,unknown,unknown,cellular,may,thu,692,23,22,2,failure,-0.2165757281505931,92.76246882448541,-46.11871118003775,4.535538607358787,5015.118149548835,no
48,services,married,basic.4y,no,yes,yes,telephone,mar,tue,1559,13,16,2,nonexistent,0.10002167876005034,92.64824591195841,-48.73801322432185,1.5498921834050534,5209.300996133731,no
71,technician,married,university.degree,no,yes,no,cellular,jun,mon,3899,19,24,0,nonexistent,-0.25247921459633815,92.14953433222244,-38.95281830030178,3.764696142682881,5084.3103486447,yes
75,blue-collar,divorced,basic.4y,yes,yes,no,cellular,aug,tue,377,15,22,1,failure,0.02744938020515853,92.06275115518741,-31.546814602060373,4.1946149299697915,4998.208680879917,no
45,blue-collar,divorced,basic.4y,unknown,no,unknown,cellular,nov,wed,2946,5,15,0,nonexistent,-1.6643993365479732,93.8059761519287,-42.33043335441201,2.3183248288501446,5083.305550744626,yes
21,technician,single,university.degree,unknown,yes,no,telephone,oct,mon,2963,25,8,3,nonexistent,-3.39311049640629,93.39605606576177,-42.86899797719166,1.099393254400281,5173.2787101909025,yes
27,blue-collar,divorced,university.degree,unknown,no,unknown,cellular,oct,tue,3629,13,23,6,nonexistent,-0.8612781091931154,94.50486774996297,-46.08903953594612,2.1950499205866936,5096.060429744154,yes
68,services,divorced,basic.4y,yes,no,unknown,cellular,dec,wed,526,12,20,1,failure,-0.5463148215405061,92.84215938550767,-27.232707089884048,0.8711425228924504,5211.390041232805,yes
62,admin.,single,high.school,unknown,yes,unknown,cellular,feb,wed,3224,9,11,6,nonexistent,-0.09925822073082799,94.20503790875799,-42.62941788476993,3.500954227407837,5201.216663357905,yes
35,self-employed,single,high.school,unknown,yes,yes,cellular,nov,fri,2781,24,2,1,failure,-2.2896972899968175,92.2888312949311,-34.871351817791584,3.6675523367843335,5088.774406883607,yes
64,self-employed,married,basic.4y,unknown,unknown,no,cellular,oct,tue,2253,8,26,4,nonexistent,-2.5828874915979525,94.28603665073003,-47.636093287652336,1.7806366648869354,4985.542379300741,yes
49,blue-collar,married,high.school,unknown,yes,unknown,telephone,dec,thu,2502,9,8,4,failure,0.5854660244233844,94.57926275738006,-40.05081392148704,3.4670130172556877,5149.926223001008,yes
47,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,3344,21,15,6,failure,0.6382258710881134,93.75654439423447,-31.77978421720788,0.8574476485376381,5057.862262278152,yes
53,self-employed,single,high.school,yes,yes,yes,telephone,mar,mon,3965,13,4,0,nonexistent,1.340530742995079,94.0606883336125,-27.608832784235915,0.7387484234444386,5171.425071660373,yes
26,admin.,divorced,basic.4y,unknown,yes,yes,telephone,jul,thu,1259,27,24,0,nonexistent,-1.7691487360595373,94.76582538125845,-46.561679133935215,2.395237308325892,5045.295636005013,no
53,technician,divorced,high.school,no,yes,unknown,telephone,oct,wed,1875,29,18,2,nonexistent,-3.116713269968157,93.05892372787555,-48.537860259650124,2.7315469420999525,5051.0496692016695,no
46,management,single,basic.4y,unknown,yes,yes,cellular,aug,mon,1763,9,21,6,failure,-1.115757746889318,92.08221139718272,-27.19866802961722,0.6818887957647141,5107.043789574225,yes
33,blue-collar,single,high.school,unknown,unknown,yes,telephone,aug,fri,520,6,12,2,nonexistent,-1.0972193816886044,93.9112885314041,-37.55503098417471,3.1956275679179993,4970.185468090731,no
45,technician,single,basic.4y,unknown,unknown,yes,cellular,apr,wed,1701,29,1,5,nonexistent,-3.224655055664982,92.03732334780166,-42.54444071693296,4.264124426232122,5008.4741873611965,yes
38,technician,single,basic.4y,unknown,yes,yes,telephone,oct,wed,1016,6,18,6,nonexistent,-0.6397051264682876,93.59127154574706,-27.849346029436507,2.4062443103662914,5188.799083601915,no
64,admin.,divorced,high.school,unknown,unknown,yes,cellular,feb,wed,3003,11,17,5,nonexistent,-2.1480686089083356,93.67293821286462,-41.474480526875595,3.8870239701389084,5216.61343082455,yes
73,blue-collar,divorced,high.school,no,no,yes,cellular,jun,thu,3902,10,11,6,nonexistent,-2.8281979887525788,93.63660199207017,-45.25510833557391,1.2649487843884886,5014.4069019865565,yes
19,technician,divorced,university.degree,unknown,unknown,no,cellular,mar,fri,2773,14,17,5,nonexistent,-0.4965219636350874,92.46457292663253,-31.596263823981978,2.930175892577235,5167.917492592199,yes
77,services,single,basic.6y,no,no,yes,cellular,aug,fri,1013,28,4,2,nonexistent,-2.0447396251548313,92.21469302976776,-43.29624873914307,4.072279587489351,4993.187645671743,yes
76,technician,married,basic.4y,unknown,yes,no,cellular,mar,thu,2548,6,25,1,failure,-0.7044464752798033,94.54168232452979,-43.10473035728844,3.6009794198253515,5088.626711626667,yes
63,services,divorced,basic.4y,yes,no,unknown,telephone,feb,fri,116,7,19,3,nonexistent,-3.326991810229892,93.51648375064465,-40.16474557790205,4.030465540057305,5098.089825583965,no
52,management,married,basic.4y,no,yes,yes,cellular,sep,wed,2433,9,26,0,nonexistent,-1.6421477178628443,92.90463543333627,-34.238279928173746,3.772995251710932,5112.705910024015,yes
71,services,married,basic.4y,unknown,unknown,yes,telephone,sep,wed,1367,3,19,2,success,0.7540309430357056,94.16088681976937,-30.68185024061372,1.1325228901976563,5059.200624589705,no
45,services,married,high.school,no,no,no,cellular,sep,wed,583,12,28,6,failure,-0.2794377439113033,94.58063198358658,-45.39448803300599,1.0517416472236558,5190.043304849578,yes
72,admin.,single,high.school,unknown,no,yes,cellular,mar,fri,394,16,7,1,success,0.7640487992115417,93.13180560008612,-42.13654653401834,4.892389499963091,5043.8643841941475,no
53,technician,single,basic.6y,unknown,no,no,cellular,feb,tue,1087,13,29,4,nonexistent,0.15427758999247732,92.27525460290909,-38.94156935589861,2.722149465595407,5091.942934459774,yes
79,management,divorced,basic.4y,no,yes,no,cellular,apr,mon,3788,6,21,3,nonexistent,0.054634134433877574,93.93932659886022,-50.18790306174994,3.8225409316194705,5014.869532427565,yes
48,technician,divorced,basic.6y,unknown,yes,yes,cellular,feb,tue,2768,13,15,4,nonexistent,0.7761111704653634,94.54107738971784,-34.1391770631581,3.5987555464973067,5115.118960391498,yes
50,services,single,university.degree,unknown,unknown,unknown,cellular,aug,thu,71,26,25,5,failure,-3.3061930574509666,94.74513978319933,-37.273372690019585,0.7948938496403567,5015.751872696876,no
40,self-employed,single,basic.6y,unknown,unknown,unknown,cellular,oct,tue,3860,5,1,6,nonexistent,-1.3840081189248836,94.27791730102099,-47.6079060787613,2.7852467294663783,5027.477984666384,yes
77,services,married,basic.6y,unknown,yes,unknown,cellular,jan,tue,273,4,12,4,nonexistent,1.2099874792253287,92.7510067204026,-47.68516234668316,2.8940364707728943,5079.282211303242,yes
58,technician,single,university.degree,unknown,unknown,no,cellular,feb,thu,2013,8,999,6,nonexistent,-2.549623662128138,93.00301666708393,-29.405145989571302,4.157798944190825,5037.067549669994,no
34,management,single,university.degree,unknown,no,no,telephone,jun,tue,1343,3,4,3,nonexistent,-0.2621086927100338,92.38287118596308,-34.468856017726246,4.8335881220432295,4974.2142669729865,no
63,self-employed,single,basic.6y,no,no,yes,telephone,sep,mon,337,2,22,1,nonexistent,0.39292734715877764,93.99568761093326,-41.525351363191064,1.8734928174698915,5174.256210703587,no
66,management,single,university.degree,yes,no,no,telephone,oct,fri,1389,20,20,6,nonexistent,1.081301696952532,92.47391232603215,-42.719856409565054,0.8589419458002278,5180.527077241817,no
18,admin.,married,basic.6y,unknown,unknown,unknown,cellular,dec,thu,3566,19,11,4,nonexistent,0.7846279596383308,93.20950505488415,-43.227207509882454,2.6913385732678368,5201.838829111688,yes
59,services,divorced,high.school,no,no,yes,telephone,may,tue,606,7,3,1,nonexistent,-0.15241006796248358,93.48891566877168,-35.15363447869338,0.7313291276796627,5222.7800769265195,no
40,services,married,high.school,yes,no,unknown,cellular,may,wed,165,12,4,4,success,0.013569725152293583,93.07109161303345,-46.527912637968825,2.2958435270194038,4993.552717059067,yes
65,admin.,single,basic.6y,no,yes,yes,cellular,mar,wed,1567,29,10,2,failure,-1.7534258350127705,92.41914889969536,-27.20030510819154,1.8023474699399729,5036.206541483428,yes
44,technician,single,university.degree,yes,yes,unknown,cellular,aug,thu,2058,4,9,6,success,-2.325109200622497,92.81149724561017,-34.37937663934106,1.6690909243318457,5130.3985237988245,yes
42,services,divorced,university.degree,yes,unknown,yes,telephone,dec,wed,1324,10,7,5,failure,1.2013895193445356,93.77174209717879,-47.761830101597575,0.6070885036551327,5195.399620005134,no
49,technician,divorced,high.school,yes,yes,unknown,telephone,jun,mon,728,28,20,3,nonexistent,1.2827167065896594,94.0351062442855,-47.50107938197415,1.7027616093809326,5006.5315344409855,yes
36,management,divorced,high.school,no,unknown,no,cellular,oct,tue,2848,9,8,0,nonexistent,-1.3619071811812886,93.72098111982403,-35.30579047103802,2.0076361992639526,5091.497918688498,yes
41,self-employed,married,university.degree,yes,unknown,unknown,cellular,dec,mon,2043,29,25,3,nonexistent,-1.428042232996116,94.70410561066129,-41.642134722960314,4.608559923835322,5222.489092791684,yes
74,self-employed,divorced,university.degree,unknown,yes,yes,telephone,feb,mon,101,12,6,4,nonexistent,-1.2317544289995732,93.71816472466037,-35.027010112655624,0.988331017071557,5051.156744358244,no
20,self-employed,single,university.degree,unknown,yes,unknown,telephone,dec,fri,3496,11,26,4,nonexistent,-1.1852133398342861,92.63095069451276,-33.531846544040064,3.9747580452730937,5093.49672118084,yes
77,blue-collar,single,university.degree,yes,unknown,no,telephone,dec,tue,1415,21,28,5,nonexistent,0.6423992727826211,93.37494816590447,-37.94371063491586,3.789396816494288,5147.110683682621,yes
29,admin.,single,basic.6y,yes,unknown,yes,telephone,may,thu,778,19,13,6,nonexistent,-1.3326664722318218,94.34144225384419,-44.668365930083084,2.035506521480854,5075.146600590046,yes
52,self-employed,married,university.degree,unknown,unknown,no,telephone,apr,wed,213,2,10,2,nonexistent,0.8352864351243846,92.91224454911199,-37.627249239496834,4.59072745144146,5153.389229056073,no
32,services,divorced,high.school,no,no,unknown,telephone,nov,fri,3762,6,29,2,nonexistent,-0.06311329497703312,94.06368614074307,-40.71741730194661,3.4833683704821183,5002.65455226676,yes
34,admin.,divorced,high.school,no,no,yes,telephone,oct,mon,1111,6,17,3,nonexistent,1.2338784464982597,94.19853740456098,-29.520944262113858,1.026790646610459,5024.592920990757,no
67,management,divorced,basic.4y,unknown,yes,unknown,telephone,sep,wed,1576,1,24,0,failure,-0.16211023381299675,94.6151026248832,-33.108949346677825,1.4976599779923263,5065.932772466374,yes
49,management,divorced,university.degree,no,no,yes,telephone,apr,tue,2448,7,17,5,nonexistent,-1.4215534814942314,93.1232910843717,-36.006279160926816,2.36498438834982,5223.843069293209,yes
24,management,single,basic.6y,no,no,no,cellular,aug,mon,2635,12,21,3,nonexistent,1.006301746243239,92.72638787700765,-49.85062209780379,4.8560941194744665,5055.850909231587,yes
36,management,married,basic.4y,yes,unknown,no,cellular,jan,mon,2936,21,29,0,nonexistent,-2.296986796621945,93.42225511909587,-27.134946242105773,1.7634538839307659,5205.760717603022,yes
24,blue-collar,divorced,basic.4y,no,no,no,cellular,may,tue,3117,23,7,1,nonexistent,1.2317865571356152,94.782313260954,-37.26611352550828,2.4841441620458524,5195.004274544861,yes
22,technician,single,basic.6y,unknown,yes,unknown,cellular,sep,thu,1695,12,1,4,nonexistent,-3.1915408249426616,94.52596391842512,-44.61043488243273,3.066956776869474,5163.510437271911,yes
75,technician,single,basic.4y,no,no,yes,telephone,mar,fri,3534,20,21,1,nonexistent,-0.3234851339913096,92.7950741783193,-36.66253674976602,2.1642721135510707,5061.556301145648,yes
57,self-employed,married,basic.4y,yes,no,no,cellular,nov,tue,591,21,20,3,nonexistent,-3.3124016751084007,92.5508040593656,-31.252286745638887,3.684286515696987,5051.001965805784,no
38,blue-collar,divorced,high.school,unknown,no,unknown,cellular,jun,wed,1333,23,6,0,nonexistent,-2.4209258951215746,93.33548226810461,-37.928487302821615,3.507924344499827,5132.798810822214,yes
65,technician,married,basic.4y,unknown,yes,unknown,cellular,nov,wed,1109,6,25,0,success,-1.1729187846408458,92.46416863384339,-32.23235475453681,0.8657884297240601,5025.113411990506,yes
65,management,divorced,basic.6y,unknown,yes,yes,telephone,oct,mon,2139,14,28,1,success,-2.6402894414169764,94.12248764152412,-40.92839806834176,2.486490068722823,5058.956778565971,yes
68,technician,married,university.degree,yes,unknown,no,telephone,jun,fri,3731,17,4,2,nonexistent,1.3463544305765616,92.10251528138271,-36.699889405338695,4.036763148136697,5179.203104862561,yes
74,admin.,divorced,university.degree,unknown,no,unknown,telephone,nov,thu,2720,17,13,2,nonexistent,0.31045997746386,92.6292320821821,-40.708219094057846,3.415611177183973,5019.334114384244,yes
64,self-employed,divorced,university.degree,yes,unknown,no,cellular,jun,thu,713,18,13,5,failure,0.6841018618067536,92.0510182613002,-38.18566599802354,2.624819909135404,5182.638096060808,yes
24,technician,married,high.school,yes,unknown,yes,cellular,apr,wed,935,13,2,1,nonexistent,1.2995382004401845,92.6348671104836,-46.79651421008891,3.8114232379947834,5109.607052481563,no
54,admin.,divorced,high.school,no,yes,no,cellular,jul,thu,1951,13,5,2,nonexistent,-0.1611102164161702,92.14647430366917,-36.4924546200387,3.550147244217791,5098.909249551096,yes
40,services,married,high.school,unknown,unknown,no,cellular,mar,wed,241,27,22,0,nonexistent,-2.120328719421996,93.88594650446893,-27.403067104064146,4.285483751515852,5125.9024850410715,no
28,admin.,married,basic.6y,no,no,unknown,telephone,jun,fri,2043,11,16,3,success,0.23337745504127372,93.5967667145779,-32.52088495257775,0.8243831344113435,5130.609633937423,yes
27,admin.,divorced,university.degree,no,unknown,unknown,telephone,oct,mon,3936,3,23,2,nonexistent,-0.5953065423954227,92.59895885748266,-43.15084145665702,2.95523022495969,5111.2794326122,yes
74,management,divorced,basic.6y,yes,yes,yes,cellular,may,wed,1,17,7,5,nonexistent,-2.1160045242373435,92.57421611436968,-30.153738407349053,3.5054152262250957,5149.128025351797,no
38,management,married,basic.6y,no,yes,yes,cellular,mar,fri,2272,26,28,0,failure,-1.6370346089955488,92.81534182292214,-29.39217193417734,3.5719384210101977,5058.295200638757,yes
72,self-employed,single,basic.4y,no,yes,yes,telephone,feb,wed,2848,2,19,5,nonexistent,-0.48223396742646596,94.23499617626639,-46.574329921105345,4.658728180176068,5178.036813906031,yes
76,management,married,university.degree,no,no,unknown,cellular,dec,tue,1768,28,29,6,nonexistent,-1.5018186385641212,92.42140915088399,-49.53010072708364,2.4111128275510465,5022.108704748239,yes
58,admin.,single,basic.4y,unknown,unknown,yes,telephone,jan,wed,1949,2,29,3,success,-2.271366506682595,92.34076228598124,-37.11782499934774,4.098506641129555,5152.542996973128,no
50,blue-collar,single,high.school,no,no,yes,telephone,aug,fri,2636,7,23,0,nonexistent,-1.3363686740225051,93.42254093770359,-39.426399018450596,4.0585509317631185,5065.542711425743,yes
37,management,married,high.school,yes,yes,unknown,telephone,jan,thu,2163,27,2,6,nonexistent,-2.278715801665629,94.42186037489128,-33.718999654306124,1.782996866092314,5147.390814188303,yes
50,management,married,basic.6y,unknown,no,yes,cellular,may,wed,3737,29,28,6,nonexistent,0.8005308128218338,92.62751081235292,-43.79589734621443,1.7805050334368733,4972.175986558535,yes
57,admin.,married,basic.6y,yes,yes,unknown,telephone,may,mon,917,28,14,6,nonexistent,-0.06844641153867816,92.29751761642555,-41.712934771205,4.748518987802903,5066.83254429018,yes
52,services,single,basic.4y,unknown,no,yes,cellular,jan,fri,3174,22,4,4,nonexistent,-1.5926199773030054,93.37672797406293,-44.49393081778097,2.0273715208684706,5218.345692717132,yes
51,services,married,basic.4y,unknown,no,unknown,cellular,sep,thu,2241,25,18,6,nonexistent,1.1381167036931403,94.05003366940866,-43.81791415733118,2.4233692701183984,5115.123391751243,yes
79,technician,married,basic.6y,unknown,unknown,no,telephone,may,fri,3237,10,1,3,nonexistent,-1.5330473946190424,93.7313025467925,-50.57803223350533,3.2573874178008295,5095.668666136162,yes
53,self-employed,divorced,university.degree,yes,unknown,unknown,cellular,sep,wed,2918,14,20,4,failure,-0.6425479124679309,93.17086386322941,-38.592943156772385,1.9929085743322499,5029.048295096175,yes
44,services,divorced,basic.6y,no,yes,unknown,cellular,nov,tue,89,21,7,6,nonexistent,-0.9430138274132013,92.11311455624046,-39.49160533706858,3.5119230795855683,5093.5992823878105,no
